model,task_id,format,length,total_score,judge1,judge2,judge3,word_count,latency_s
qwen_397b,e-write-01,hybrid,medium,22.5,0,0,0,304,0
gpt_5.4,e-code-01,text,short,36.5,0,0,0,192,0
gpt_5.4,e-code-01,markdown,short,37.0,0,0,0,181,0
gpt_5.4,e-code-01,xml,short,37.0,0,0,0,182,0
gpt_5.4,e-code-01,json,short,37.5,0,0,0,176,0
gpt_5.4,e-code-01,yaml,short,37.5,0,0,0,190,0
gpt_5.4,e-code-01,hybrid,short,37.0,0,0,0,177,0
gpt_5.4,e-code-01,text,medium,36.5,0,0,0,218,0
gpt_5.4,e-code-01,markdown,medium,35.0,0,0,0,210,0
gpt_5.4,e-code-01,xml,medium,36.0,0,0,0,216,0
gpt_5.4,e-code-01,json,medium,35.5,0,0,0,236,0
gpt_5.4,e-code-01,yaml,medium,36.0,0,0,0,225,0
gpt_5.4,e-code-01,hybrid,medium,36.5,0,0,0,183,0
gpt_5.4,e-code-01,text,long,34.5,0,0,0,319,0
gpt_5.4,e-code-01,markdown,long,33.5,0,0,0,342,0
gpt_5.4,e-code-01,xml,long,35.5,0,0,0,278,0
gpt_5.4,e-code-01,json,long,36.0,0,0,0,252,0
gpt_5.4,e-code-01,yaml,long,35.5,0,0,0,242,0
gpt_5.4,e-code-01,hybrid,long,37.5,0,0,0,254,0
qwen_397b,e-code-02,yaml,short,24.0,0,0,0,136,0
gpt_5.4,e-code-02,text,short,35.5,0,0,0,79,0
gpt_5.4,e-code-02,markdown,short,36.0,0,0,0,76,0
gpt_5.4,e-code-02,xml,short,35.5,0,0,0,78,0
gpt_5.4,e-code-02,json,short,36.0,0,0,0,75,0
gpt_5.4,e-code-02,yaml,short,35.5,0,0,0,78,0
gpt_5.4,e-code-02,hybrid,short,35.5,0,0,0,79,0
gpt_5.4,e-code-02,text,medium,37.0,0,0,0,96,0
gpt_5.4,e-code-02,markdown,medium,38.0,0,0,0,99,0
gpt_5.4,e-code-02,xml,medium,35.0,0,0,0,93,0
gpt_5.4,e-code-02,json,medium,37.5,0,0,0,80,0
gpt_5.4,e-code-02,yaml,medium,36.5,0,0,0,92,0
gpt_5.4,e-code-02,hybrid,medium,36.5,0,0,0,92,0
gpt_5.4,e-code-02,text,long,36.0,0,0,0,209,0
gpt_5.4,e-code-02,markdown,long,35.0,0,0,0,215,0
gpt_5.4,e-code-02,xml,long,30.5,0,0,0,190,0
gpt_5.4,e-code-02,json,long,37.5,0,0,0,182,0
gpt_5.4,e-code-02,yaml,long,36.5,0,0,0,166,0
gpt_5.4,e-code-02,hybrid,long,37.0,0,0,0,153,0
gpt_5.4,e-code-03,text,short,35.0,0,0,0,198,0
gpt_5.4,e-code-03,markdown,short,36.5,0,0,0,222,0
gpt_5.4,e-code-03,xml,short,36.0,0,0,0,240,0
gpt_5.4,e-code-03,json,short,36.0,0,0,0,187,0
gpt_5.4,e-code-03,yaml,short,34.5,0,0,0,293,0
gpt_5.4,e-code-03,hybrid,short,37.0,0,0,0,205,0
gpt_5.4,e-code-03,text,medium,35.0,0,0,0,194,0
gpt_5.4,e-code-03,markdown,medium,35.5,0,0,0,202,0
gpt_5.4,e-code-03,xml,medium,35.5,0,0,0,197,0
gpt_5.4,e-code-03,json,medium,34.5,0,0,0,181,0
gpt_5.4,e-code-03,yaml,medium,35.5,0,0,0,203,0
gpt_5.4,e-code-03,hybrid,medium,36.5,0,0,0,214,0
gpt_5.4,e-code-03,text,long,35.5,0,0,0,339,0
gpt_5.4,e-code-03,markdown,long,37.0,0,0,0,298,0
gpt_5.4,e-code-03,xml,long,37.0,0,0,0,298,0
gpt_5.4,e-code-03,json,long,38.0,0,0,0,332,0
gpt_5.4,e-code-03,yaml,long,36.0,0,0,0,363,0
gpt_5.4,e-code-03,hybrid,long,36.0,0,0,0,342,0
qwen_397b,e-write-01,markdown,medium,23.0,0,0,0,311,0
gpt_5.4,e-write-01,text,short,36.5,0,0,0,176,0
gpt_5.4,e-write-01,markdown,short,37.0,0,0,0,170,0
gpt_5.4,e-write-01,xml,short,37.0,0,0,0,200,0
gpt_5.4,e-write-01,json,short,37.0,0,0,0,167,0
gpt_5.4,e-write-01,yaml,short,36.5,0,0,0,191,0
gpt_5.4,e-write-01,hybrid,short,36.5,0,0,0,173,0
gpt_5.4,e-write-01,text,medium,35.5,0,0,0,196,0
gpt_5.4,e-write-01,markdown,medium,36.5,0,0,0,191,0
gpt_5.4,e-write-01,xml,medium,35.5,0,0,0,213,0
gpt_5.4,e-write-01,json,medium,37.0,0,0,0,189,0
gpt_5.4,e-write-01,yaml,medium,37.0,0,0,0,184,0
gpt_5.4,e-write-01,hybrid,medium,37.0,0,0,0,174,0
gpt_5.4,e-write-01,text,long,37.0,0,0,0,181,0
gpt_5.4,e-write-01,markdown,long,36.5,0,0,0,206,0
gpt_5.4,e-write-01,xml,long,37.0,0,0,0,183,0
gpt_5.4,e-write-01,json,long,37.0,0,0,0,194,0
gpt_5.4,e-write-01,yaml,long,31.0,0,0,0,323,0
gpt_5.4,e-write-01,hybrid,long,36.5,0,0,0,179,0
qwen_397b,e-write-02,hybrid,medium,18.0,0,0,0,0,0
gpt_5.4,e-write-02,text,short,34.5,0,0,0,165,0
gpt_5.4,e-write-02,markdown,short,36.0,0,0,0,157,0
gpt_5.4,e-write-02,xml,short,35.0,0,0,0,164,0
gpt_5.4,e-write-02,json,short,35.0,0,0,0,157,0
gpt_5.4,e-write-02,yaml,short,36.0,0,0,0,179,0
gpt_5.4,e-write-02,hybrid,short,37.0,0,0,0,154,0
gpt_5.4,e-write-02,text,medium,34.5,0,0,0,224,0
gpt_5.4,e-write-02,markdown,medium,34.5,0,0,0,204,0
gpt_5.4,e-write-02,xml,medium,34.5,0,0,0,222,0
gpt_5.4,e-write-02,json,medium,35.5,0,0,0,198,0
gpt_5.4,e-write-02,yaml,medium,36.0,0,0,0,172,0
gpt_5.4,e-write-02,hybrid,medium,34.5,0,0,0,198,0
gpt_5.4,e-write-02,text,long,36.0,0,0,0,192,0
gpt_5.4,e-write-02,markdown,long,35.5,0,0,0,215,0
gpt_5.4,e-write-02,xml,long,35.5,0,0,0,271,0
gpt_5.4,e-write-02,json,long,35.0,0,0,0,158,0
gpt_5.4,e-write-02,yaml,long,25.0,0,0,0,328,0
gpt_5.4,e-write-02,hybrid,long,36.5,0,0,0,234,0
qwen_397b,e-write-03,json,short,20.0,0,0,0,0,0
qwen_397b,e-write-03,yaml,long,18.5,0,0,0,0,0
gpt_5.4,e-write-03,text,short,35.5,0,0,0,229,0
gpt_5.4,e-write-03,markdown,short,37.0,0,0,0,216,0
gpt_5.4,e-write-03,xml,short,37.0,0,0,0,216,0
gpt_5.4,e-write-03,json,short,36.5,0,0,0,235,0
gpt_5.4,e-write-03,yaml,short,37.0,0,0,0,209,0
gpt_5.4,e-write-03,hybrid,short,36.5,0,0,0,215,0
gpt_5.4,e-write-03,text,medium,37.0,0,0,0,214,0
gpt_5.4,e-write-03,markdown,medium,37.5,0,0,0,217,0
gpt_5.4,e-write-03,xml,medium,36.5,0,0,0,218,0
gpt_5.4,e-write-03,json,medium,37.0,0,0,0,223,0
gpt_5.4,e-write-03,yaml,medium,36.5,0,0,0,217,0
gpt_5.4,e-write-03,hybrid,medium,37.5,0,0,0,221,0
gpt_5.4,e-write-03,text,long,36.5,0,0,0,223,0
gpt_5.4,e-write-03,markdown,long,13.5,0,0,0,95,0
gpt_5.4,e-write-03,xml,long,37.5,0,0,0,209,0
gpt_5.4,e-write-03,json,long,37.0,0,0,0,223,0
gpt_5.4,e-write-03,yaml,long,29.5,0,0,0,362,0
gpt_5.4,e-write-03,hybrid,long,38.0,0,0,0,281,0
gpt_5.4,e-analy-01,text,short,35.5,0,0,0,339,0
gpt_5.4,e-analy-01,markdown,short,35.5,0,0,0,377,0
gpt_5.4,e-analy-01,xml,short,35.5,0,0,0,286,0
gpt_5.4,e-analy-01,json,short,35.5,0,0,0,344,0
gpt_5.4,e-analy-01,yaml,short,35.5,0,0,0,340,0
gpt_5.4,e-analy-01,hybrid,short,35.5,0,0,0,348,0
gpt_5.4,e-analy-01,text,medium,35.5,0,0,0,371,0
gpt_5.4,e-analy-01,markdown,medium,35.5,0,0,0,292,0
gpt_5.4,e-analy-01,xml,medium,35.5,0,0,0,326,0
gpt_5.4,e-analy-01,json,medium,35.5,0,0,0,337,0
gpt_5.4,e-analy-01,yaml,medium,35.0,0,0,0,325,0
gpt_5.4,e-analy-01,hybrid,medium,35.0,0,0,0,286,0
gpt_5.4,e-analy-01,text,long,35.5,0,0,0,422,0
gpt_5.4,e-analy-01,markdown,long,25.5,0,0,0,521,0
gpt_5.4,e-analy-01,xml,long,35.5,0,0,0,338,0
gpt_5.4,e-analy-01,json,long,36.5,0,0,0,390,0
gpt_5.4,e-analy-01,yaml,long,34.5,0,0,0,401,0
gpt_5.4,e-analy-01,hybrid,long,35.5,0,0,0,362,0
gpt_5.4,e-analy-02,text,short,35.5,0,0,0,90,0
gpt_5.4,e-analy-02,markdown,short,35.0,0,0,0,80,0
gpt_5.4,e-analy-02,xml,short,35.5,0,0,0,88,0
gpt_5.4,e-analy-02,json,short,35.5,0,0,0,87,0
gpt_5.4,e-analy-02,yaml,short,35.5,0,0,0,85,0
gpt_5.4,e-analy-02,hybrid,short,35.5,0,0,0,70,0
gpt_5.4,e-analy-02,text,medium,35.5,0,0,0,71,0
gpt_5.4,e-analy-02,markdown,medium,35.0,0,0,0,87,0
gpt_5.4,e-analy-02,xml,medium,35.0,0,0,0,83,0
gpt_5.4,e-analy-02,json,medium,35.5,0,0,0,84,0
gpt_5.4,e-analy-02,yaml,medium,35.5,0,0,0,78,0
gpt_5.4,e-analy-02,hybrid,medium,35.5,0,0,0,77,0
gpt_5.4,e-analy-02,text,long,34.0,0,0,0,159,0
gpt_5.4,e-analy-02,markdown,long,35.5,0,0,0,75,0
gpt_5.4,e-analy-02,xml,long,35.5,0,0,0,77,0
gpt_5.4,e-analy-02,json,long,35.5,0,0,0,72,0
gpt_5.4,e-analy-02,yaml,long,31.5,0,0,0,132,0
gpt_5.4,e-analy-02,hybrid,long,34.5,0,0,0,129,0
gpt_5.4,e-qa-01,text,short,27.0,0,0,0,1314,0
gpt_5.4,e-qa-01,markdown,short,33.5,0,0,0,1527,0
gpt_5.4,e-qa-01,xml,short,33.5,0,0,0,1688,0
gpt_5.4,e-qa-01,json,short,35.0,0,0,0,1315,0
gpt_5.4,e-qa-01,yaml,short,34.5,0,0,0,1016,0
gpt_5.4,e-qa-01,hybrid,short,35.0,0,0,0,1576,0
gpt_5.4,e-qa-01,text,medium,28.0,0,0,0,1212,0
gpt_5.4,e-qa-01,markdown,medium,28.0,0,0,0,976,0
gpt_5.4,e-qa-01,xml,medium,26.5,0,0,0,1398,0
gpt_5.4,e-qa-01,json,medium,30.5,0,0,0,815,0
gpt_5.4,e-qa-01,yaml,medium,29.0,0,0,0,918,0
gpt_5.4,e-qa-01,hybrid,medium,27.5,0,0,0,1576,0
gpt_5.4,e-qa-01,text,long,27.0,0,0,0,631,0
gpt_5.4,e-qa-01,markdown,long,25.0,0,0,0,1170,0
gpt_5.4,e-qa-01,xml,long,25.0,0,0,0,1745,0
gpt_5.4,e-qa-01,json,long,32.5,0,0,0,1050,0
gpt_5.4,e-qa-01,yaml,long,27.75,0,0,0,1089,0
gpt_5.4,e-qa-01,hybrid,long,27.0,0,0,0,1590,0
qwen_397b,e-extract-01,markdown,short,22.5,0,0,0,375,0
qwen_397b,e-extract-01,xml,medium,23.0,0,0,0,362,0
qwen_397b,e-extract-01,xml,long,22.0,0,0,0,0,0
gpt_5.4,e-extract-01,text,short,39.0,0,0,0,23,0
gpt_5.4,e-extract-01,markdown,short,39.0,0,0,0,23,0
gpt_5.4,e-extract-01,xml,short,39.0,0,0,0,21,0
gpt_5.4,e-extract-01,json,short,39.0,0,0,0,21,0
gpt_5.4,e-extract-01,yaml,short,39.0,0,0,0,21,0
gpt_5.4,e-extract-01,hybrid,short,39.0,0,0,0,21,0
gpt_5.4,e-extract-01,text,medium,30.5,0,0,0,250,0
gpt_5.4,e-extract-01,markdown,medium,26.5,0,0,0,197,0
gpt_5.4,e-extract-01,xml,medium,26.5,0,0,0,213,0
gpt_5.4,e-extract-01,json,medium,30.0,0,0,0,186,0
gpt_5.4,e-extract-01,yaml,medium,31.5,0,0,0,292,0
gpt_5.4,e-extract-01,hybrid,medium,30.0,0,0,0,247,0
gpt_5.4,e-extract-01,text,long,30.5,0,0,0,410,0
gpt_5.4,e-extract-01,markdown,long,31.0,0,0,0,364,0
gpt_5.4,e-extract-01,xml,long,30.5,0,0,0,321,0
gpt_5.4,e-extract-01,json,long,29.5,0,0,0,295,0
gpt_5.4,e-extract-01,yaml,long,31.0,0,0,0,329,0
gpt_5.4,e-extract-01,hybrid,long,28.0,0,0,0,224,0
gpt_5.4,e-math-01,text,short,39.0,0,0,0,68,0
gpt_5.4,e-math-01,markdown,short,38.5,0,0,0,68,0
gpt_5.4,e-math-01,xml,short,38.5,0,0,0,61,0
gpt_5.4,e-math-01,json,short,38.5,0,0,0,68,0
gpt_5.4,e-math-01,yaml,short,39.0,0,0,0,58,0
gpt_5.4,e-math-01,hybrid,short,39.0,0,0,0,60,0
gpt_5.4,e-math-01,text,medium,34.5,0,0,0,224,0
gpt_5.4,e-math-01,markdown,medium,34.5,0,0,0,237,0
gpt_5.4,e-math-01,xml,medium,39.5,0,0,0,63,0
gpt_5.4,e-math-01,json,medium,38.0,0,0,0,66,0
gpt_5.4,e-math-01,yaml,medium,38.5,0,0,0,71,0
gpt_5.4,e-math-01,hybrid,medium,39.5,0,0,0,66,0
gpt_5.4,e-math-01,text,long,39.0,0,0,0,61,0
gpt_5.4,e-math-01,markdown,long,31.5,0,0,0,363,0
gpt_5.4,e-math-01,xml,long,39.0,0,0,0,61,0
gpt_5.4,e-math-01,json,long,39.0,0,0,0,60,0
gpt_5.4,e-math-01,yaml,long,31.5,0,0,0,289,0
gpt_5.4,e-math-01,hybrid,long,32.0,0,0,0,397,0
qwen_397b,e-instruct-01,json,long,10.5,0,0,0,0,0
gpt_5.4,e-instruct-01,text,short,39.0,0,0,0,59,0
gpt_5.4,e-instruct-01,markdown,short,39.0,0,0,0,57,0
gpt_5.4,e-instruct-01,xml,short,39.0,0,0,0,61,0
gpt_5.4,e-instruct-01,json,short,38.5,0,0,0,61,0
gpt_5.4,e-instruct-01,yaml,short,39.0,0,0,0,61,0
gpt_5.4,e-instruct-01,hybrid,short,39.0,0,0,0,67,0
gpt_5.4,e-instruct-01,text,medium,38.5,0,0,0,77,0
gpt_5.4,e-instruct-01,markdown,medium,39.0,0,0,0,60,0
gpt_5.4,e-instruct-01,xml,medium,39.0,0,0,0,69,0
gpt_5.4,e-instruct-01,json,medium,39.0,0,0,0,72,0
gpt_5.4,e-instruct-01,yaml,medium,39.0,0,0,0,61,0
gpt_5.4,e-instruct-01,hybrid,medium,38.5,0,0,0,64,0
gpt_5.4,e-instruct-01,text,long,39.0,0,0,0,58,0
gpt_5.4,e-instruct-01,markdown,long,39.0,0,0,0,58,0
gpt_5.4,e-instruct-01,xml,long,39.0,0,0,0,58,0
gpt_5.4,e-instruct-01,json,long,39.0,0,0,0,56,0
gpt_5.4,e-instruct-01,yaml,long,39.0,0,0,0,60,0
gpt_5.4,e-instruct-01,hybrid,long,39.0,0,0,0,61,0
qwen_397b,e-write-01,markdown,long,17.5,0,0,0,0,0
qwen_397b,e-write-03,markdown,short,19.0,0,0,0,0,0
qwen_397b,e-write-03,hybrid,long,15.0,0,0,0,359,0
qwen_397b,e-instruct-01,hybrid,medium,39.0,0,0,0,31,0
qwen_397b,e-instruct-01,text,long,6.0,0,0,0,0,0
qwen_397b,e-instruct-01,xml,long,6.0,0,0,0,0,0
qwen_397b,e-instruct-01,hybrid,long,6.0,0,0,0,0,0
qwen_397b,e-code-03,yaml,long,20.0,0,0,0,0,0
nemotron_120b,e-analy-02,json,short,35.0,0,0,0,126,0
nemotron_120b,e-analy-02,yaml,short,32.5,0,0,0,200,0
nemotron_120b,e-analy-02,hybrid,short,35.5,0,0,0,73,0
nemotron_120b,e-analy-02,text,medium,35.0,0,0,0,77,0
nemotron_120b,e-analy-02,markdown,medium,35.0,0,0,0,90,0
nemotron_120b,e-analy-02,xml,medium,34.0,0,0,0,80,0
nemotron_120b,e-analy-02,json,medium,35.0,0,0,0,97,0
nemotron_120b,e-analy-02,yaml,medium,34.5,0,0,0,130,0
nemotron_120b,e-analy-02,hybrid,medium,34.5,0,0,0,80,0
nemotron_120b,e-analy-02,text,long,32.0,0,0,0,233,0
nemotron_120b,e-analy-02,markdown,long,34.0,0,0,0,125,0
nemotron_120b,e-analy-02,xml,long,35.0,0,0,0,110,0
nemotron_120b,e-analy-02,json,long,34.5,0,0,0,98,0
nemotron_120b,e-analy-02,yaml,long,34.5,0,0,0,192,0
nemotron_120b,e-analy-02,hybrid,long,34.5,0,0,0,96,0
nemotron_120b,e-qa-01,text,short,25.5,0,0,0,1691,0
nemotron_120b,e-qa-01,markdown,short,30.5,0,0,0,2157,0
nemotron_120b,e-qa-01,xml,short,29.0,0,0,0,1649,0
nemotron_120b,e-qa-01,json,short,30.5,0,0,0,1551,0
nemotron_120b,e-qa-01,yaml,short,29.5,0,0,0,1686,0
nemotron_120b,e-qa-01,hybrid,short,30.25,0,0,0,1615,0
nemotron_120b,e-qa-01,text,medium,28.0,0,0,0,997,0
nemotron_120b,e-qa-01,markdown,medium,29.5,0,0,0,1014,0
nemotron_120b,e-qa-01,xml,medium,29.0,0,0,0,826,0
nemotron_120b,e-qa-01,json,medium,30.5,0,0,0,1133,0
nemotron_120b,e-qa-01,yaml,medium,29.0,0,0,0,1455,0
nemotron_120b,e-qa-01,hybrid,medium,30.0,0,0,0,1024,0
nemotron_120b,e-qa-01,text,long,31.5,0,0,0,821,0
nemotron_120b,e-qa-01,markdown,long,27.5,0,0,0,1499,0
nemotron_120b,e-qa-01,xml,long,27.0,0,0,0,1242,0
nemotron_120b,e-qa-01,json,long,29.0,0,0,0,1730,0
nemotron_120b,e-qa-01,yaml,long,29.75,0,0,0,1306,0
nemotron_120b,e-qa-01,hybrid,long,28.5,0,0,0,1111,0
nemotron_120b,e-extract-01,text,short,39.0,0,0,0,21,0
nemotron_120b,e-extract-01,markdown,short,39.0,0,0,0,21,0
nemotron_120b,e-extract-01,xml,short,39.0,0,0,0,21,0
nemotron_120b,e-extract-01,json,short,39.0,0,0,0,21,0
nemotron_120b,e-extract-01,yaml,short,39.0,0,0,0,21,0
nemotron_120b,e-extract-01,hybrid,short,39.0,0,0,0,20,0
nemotron_120b,e-extract-01,text,medium,23.5,0,0,0,379,0
nemotron_120b,e-extract-01,markdown,medium,39.0,0,0,0,21,0
nemotron_120b,e-extract-01,xml,medium,39.0,0,0,0,20,0
nemotron_120b,e-extract-01,json,medium,25.0,0,0,0,278,0
nemotron_120b,e-extract-01,yaml,medium,39.0,0,0,0,21,0
nemotron_120b,e-extract-01,hybrid,medium,24.0,0,0,0,294,0
nemotron_120b,e-extract-01,text,long,25.5,0,0,0,487,0
nemotron_120b,e-extract-01,markdown,long,38.5,0,0,0,21,0
nemotron_120b,e-extract-01,xml,long,23.0,0,0,0,498,0
nemotron_120b,e-extract-01,json,long,39.0,0,0,0,21,0
nemotron_120b,e-extract-01,yaml,long,39.0,0,0,0,21,0
qwen_397b,e-code-03,hybrid,long,35.5,0,0,0,260,0
nemotron_120b,e-extract-01,hybrid,long,39.0,0,0,0,21,0
nemotron_120b,e-math-01,text,short,39.0,0,0,0,75,0
nemotron_120b,e-math-01,markdown,short,37.5,0,0,0,88,0
nemotron_120b,e-math-01,xml,short,38.5,0,0,0,61,0
nemotron_120b,e-math-01,json,short,37.5,0,0,0,124,0
nemotron_120b,e-math-01,yaml,short,38.5,0,0,0,81,0
nemotron_120b,e-math-01,hybrid,short,37.5,0,0,0,89,0
nemotron_120b,e-math-01,text,medium,34.5,0,0,0,252,0
nemotron_120b,e-math-01,markdown,medium,33.0,0,0,0,339,0
nemotron_120b,e-math-01,xml,medium,34.0,0,0,0,311,0
nemotron_120b,e-math-01,json,medium,33.0,0,0,0,214,0
nemotron_120b,e-math-01,yaml,medium,35.5,0,0,0,124,0
nemotron_120b,e-math-01,hybrid,medium,35.5,0,0,0,342,0
nemotron_120b,e-math-01,text,long,36.5,0,0,0,221,0
nemotron_120b,e-math-01,markdown,long,37.5,0,0,0,96,0
nemotron_120b,e-math-01,xml,long,33.5,0,0,0,100,0
nemotron_120b,e-math-01,json,long,38.5,0,0,0,61,0
nemotron_120b,e-math-01,yaml,long,37.5,0,0,0,96,0
nemotron_120b,e-math-01,hybrid,long,28.5,0,0,0,384,0
